CustomerID,Age,Gender,Location,Tenure,ContractType,CustomerSince,MonthlyUsageHours,NumTransactions,LoginsPerMonth,CallMinutes,DataUsageGB,MonthlyCharges,TotalCharges,Revenue,DiscountsReceived,SupportCallsCount,ComplaintsCount,SatisfactionScore,ServiceOutagesReported,CLV,Churn,ContractRisk,SupportContactRate,Complaint_Severity_Index,RevenuePerMonth,Tenure_to_Monthly_Ratio,EngagementScore,CLV_to_Monthly_Ratio,Churn_Probability,Risk_Tier,Value_Tier,Risk_Value_Segment,Annual_Customer_Value,Recommended_Action,Intervention_Cost,Expected_Benefit,Expected_Net_Gain
CUST-1497,59,Male,Urban,6,Month-to-Month,2026-03-03,58.7,3,13,476.9,2.0,136.72,817.92,817.92,4.0,2,1,2,0,1181.26,1,1,0.2857,4,136.32,0.0439,1.64,8.64,0.8979,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1640.64,Dedicated VIP Account Concierge,150.0,782.76,632.76
CUST-1498,47,Female,Urban,30,Two-Year,2024-03-03,96.9,9,19,240.8,12.6,106.28,3099.8,3099.8,20.55,0,2,3,0,1224.35,0,0,0.0,6,103.33,0.2823,1.68,11.52,0.1675,Low Risk,Silver CLV,Low Risk | Silver CLV,1275.36,Free Service & Speed Upgrade,65.0,133.3,68.3
CUST-1499,36,Female,Urban,10,Month-to-Month,2025-11-01,23.1,6,21,376.0,158.8,145.5,1525.05,1525.05,21.12,2,2,2,0,1117.44,1,1,0.1818,8,152.5,0.0687,4.98,7.68,0.9084,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1746.0,Dedicated VIP Account Concierge,150.0,749.13,599.13
CUST-1500,34,Female,Urban,14,Month-to-Month,2025-07-03,53.9,10,15,325.2,50.4,142.32,1975.08,1975.08,71.79,1,1,3,0,1844.47,1,1,0.0667,3,141.08,0.0984,2.41,12.96,0.8782,Critical Risk,Gold/Platinum CLV,Critical Risk | Gold/Platinum CLV,1707.84,Dedicated VIP Account Concierge,150.0,1195.42,1045.42
CUST-1501,36,Female,Rural,21,Two-Year,2024-12-02,123.4,6,19,285.1,92.6,46.18,938.4,938.4,14.04,0,0,4,0,886.66,0,0,0.0,0,44.69,0.4547,3.37,19.2,0.0832,Low Risk,Bronze CLV,Low Risk | Bronze CLV,554.16,No Intervention,0.0,0.0,0.0
CUST-1502,45,Female,Suburban,1,One-Year,2026-08-02,85.3,12,11,495.1,45.5,48.93,50.1,50.1,39.54,0,3,2,1,328.81,1,0,0.0,12,50.1,0.0204,2.45,6.72,0.8329,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,587.16,Free Service & Speed Upgrade,65.0,160.21,95.21
CUST-1503,43,Female,Urban,4,One-Year,2026-05-03,62.6,9,17,783.8,100.1,132.94,540.02,540.02,12.64,1,1,4,0,2297.2,0,0,0.2,2,135.0,0.0301,4.42,17.28,0.288,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1595.28,Dedicated VIP Account Concierge,150.0,542.51,392.51
CUST-1504,54,Female,Suburban,39,Month-to-Month,2023-06-04,83.6,3,25,171.3,9.3,128.14,5155.68,5155.68,12.88,1,1,4,0,2214.26,1,1,0.025,2,132.2,0.3044,1.78,17.28,0.4146,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1537.68,Dedicated VIP Account Concierge,150.0,752.79,602.79
CUST-1505,43,Male,Suburban,19,One-Year,2025-02-01,83.1,7,16,605.8,87.0,38.62,697.21,697.21,43.19,3,1,3,0,500.52,0,0,0.15,3,36.7,0.492,3.75,12.96,0.1903,Low Risk,Bronze CLV,Low Risk | Bronze CLV,463.44,15% Discount Voucher (3 Months),35.0,42.86,7.86
CUST-1506,70,Male,Rural,66,One-Year,2021-03-05,101.8,4,12,467.2,132.4,153.56,9980.21,9980.21,28.9,2,2,2,0,1179.34,0,0,0.0299,8,151.22,0.4298,4.18,7.68,0.3511,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1842.72,Free Service & Speed Upgrade,65.0,269.14,204.14
CUST-1507,40,Male,Urban,39,Month-to-Month,2023-06-04,22.7,5,18,20.0,20.1,80.26,3072.09,3072.09,16.33,4,0,3,1,1155.74,1,1,0.1,0,78.77,0.4859,1.34,14.4,0.7427,High Risk,Silver CLV,High Risk | Silver CLV,963.12,Dedicated VIP Account Concierge,150.0,668.67,518.67
CUST-1508,26,Female,Urban,1,Two-Year,2026-08-02,53.9,6,24,384.6,29.9,82.68,86.18,86.18,23.11,2,0,4,0,1587.46,0,0,1.0,0,86.18,0.0121,2.57,19.2,0.1313,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,992.16,Free Service & Speed Upgrade,65.0,135.48,70.48
CUST-1509,29,Male,Rural,32,Two-Year,2024-01-03,56.4,4,19,1067.3,58.0,134.76,4247.49,4247.49,65.12,3,0,3,1,1940.54,1,0,0.0909,0,132.73,0.2375,4.24,14.4,0.2141,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1617.12,Free Service & Speed Upgrade,65.0,270.06,205.06
CUST-1510,70,Female,Rural,4,One-Year,2026-05-03,103.9,8,17,81.4,131.7,78.06,313.09,313.09,47.95,0,1,2,1,674.44,0,0,0.0,4,78.27,0.0512,3.65,8.64,0.4153,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,936.72,Free Service & Speed Upgrade,65.0,182.06,117.06
CUST-1511,18,Female,Suburban,50,Month-to-Month,2022-07-04,84.8,6,23,663.6,154.9,115.34,5480.68,5480.68,95.48,0,1,3,0,1494.81,1,1,0.0,3,109.61,0.4335,5.58,12.96,0.5405,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1384.08,Dedicated VIP Account Concierge,150.0,662.51,512.51
CUST-1512,18,Female,Suburban,72,Month-to-Month,2020-09-04,128.2,4,21,525.6,49.7,70.89,5261.36,5261.36,73.31,2,0,3,0,1020.82,0,1,0.0274,0,73.07,1.0157,3.1,14.4,0.1286,Low Risk,Silver CLV,Low Risk | Silver CLV,850.68,15% Discount Voucher (3 Months),35.0,59.07,24.07
CUST-1513,64,Male,Urban,25,Month-to-Month,2024-08-02,109.9,5,18,287.5,69.8,48.52,1166.18,1166.18,38.75,4,0,3,0,698.69,1,1,0.1538,0,46.65,0.5153,2.87,14.4,0.6617,High Risk,Bronze CLV,High Risk | Bronze CLV,582.24,Free Service & Speed Upgrade,65.0,285.48,220.48
CUST-1514,51,Male,Urban,38,Month-to-Month,2023-07-04,74.6,8,24,539.4,134.1,86.35,3406.75,3406.75,7.38,0,0,4,0,1657.92,0,1,0.0,0,89.65,0.4401,4.96,19.2,0.1076,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1036.2,Free Service & Speed Upgrade,65.0,115.95,50.95
CUST-1515,49,Male,Urban,9,One-Year,2025-12-02,83.5,7,19,526.7,17.1,47.46,437.18,437.18,15.73,3,3,2,0,318.93,1,0,0.3,12,48.58,0.1896,2.35,6.72,0.8617,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,569.52,Free Service & Speed Upgrade,65.0,160.77,95.77
CUST-1516,71,Male,Urban,19,Month-to-Month,2025-02-01,123.8,3,19,438.8,113.4,101.92,1947.4,1947.4,28.31,3,2,1,0,391.37,1,1,0.15,10,102.49,0.1864,4.1,3.84,0.9159,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,1223.04,Free Service & Speed Upgrade,65.0,209.7,144.7
CUST-1517,65,Male,Suburban,64,Two-Year,2021-05-05,128.0,7,15,393.8,19.7,88.89,5830.66,5830.66,1.2,2,1,3,2,1152.01,0,0,0.0308,3,91.1,0.72,1.93,12.96,0.1008,Low Risk,Silver CLV,Low Risk | Silver CLV,1066.68,15% Discount Voucher (3 Months),35.0,52.26,17.26
CUST-1518,42,Female,Urban,7,Month-to-Month,2026-02-01,82.1,4,18,379.4,56.5,83.77,603.56,603.56,40.02,1,0,4,2,1608.38,1,1,0.125,0,86.22,0.0836,2.79,19.2,0.5847,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1005.24,Dedicated VIP Account Concierge,150.0,771.14,621.14
CUST-1519,57,Female,Urban,11,Month-to-Month,2025-10-02,55.4,7,19,503.9,177.3,71.59,807.31,807.31,137.0,1,2,3,0,824.72,1,1,0.0833,6,73.39,0.1537,5.5,11.52,0.8442,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,859.08,Dedicated VIP Account Concierge,150.0,513.82,363.82
CUST-1520,62,Female,Rural,20,One-Year,2025-01-01,22.0,8,17,543.6,46.6,45.64,927.49,927.49,61.51,2,1,3,0,591.49,0,0,0.0952,3,46.37,0.4382,2.87,12.96,0.1852,Low Risk,Bronze CLV,Low Risk | Bronze CLV,547.68,15% Discount Voucher (3 Months),35.0,49.29,14.29
CUST-1521,70,Female,Urban,41,Month-to-Month,2023-04-04,22.0,7,17,626.5,6.4,37.99,1616.89,1616.89,40.75,1,2,4,0,583.53,0,1,0.0238,4,39.44,1.0792,2.23,15.36,0.1368,Low Risk,Bronze CLV,Low Risk | Bronze CLV,455.88,15% Discount Voucher (3 Months),35.0,35.92,0.92
CUST-1522,18,Male,Rural,16,Two-Year,2025-05-03,99.2,5,17,421.2,147.0,59.95,951.82,951.82,39.65,1,2,3,0,690.62,1,0,0.0588,6,59.49,0.2669,4.63,11.52,0.5206,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,719.4,Free Service & Speed Upgrade,65.0,233.7,168.7
CUST-1523,33,Female,Rural,72,Two-Year,2020-09-04,98.6,4,20,514.6,57.2,67.49,4891.43,4891.43,79.57,5,1,1,0,291.56,1,0,0.0685,5,67.94,1.0668,3.17,4.32,0.4488,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,809.88,15% Discount Voucher (3 Months),35.0,58.88,23.88
CUST-1524,56,Female,Suburban,4,Month-to-Month,2026-05-03,64.7,7,11,217.8,4.8,25.93,108.59,108.59,13.0,2,1,3,1,336.05,0,1,0.4,3,27.15,0.1543,1.08,12.96,0.6951,High Risk,Bronze CLV,High Risk | Bronze CLV,311.16,Free Service & Speed Upgrade,65.0,144.24,79.24
CUST-1525,22,Male,Urban,16,Month-to-Month,2025-05-03,124.0,15,18,137.8,2.0,32.46,512.73,512.73,20.71,1,0,4,1,623.23,0,1,0.0588,0,32.05,0.4929,1.22,19.2,0.2217,Low Risk,Bronze CLV,Low Risk | Bronze CLV,389.52,15% Discount Voucher (3 Months),35.0,62.18,27.18
CUST-1526,39,Female,Urban,41,Month-to-Month,2023-04-04,78.8,5,16,372.3,19.7,82.05,3448.46,3448.46,37.8,1,2,3,0,945.22,0,1,0.0238,6,84.11,0.4997,1.94,11.52,0.621,High Risk,Silver CLV,High Risk | Silver CLV,984.6,Dedicated VIP Account Concierge,150.0,457.26,307.26
CUST-1527,46,Male,Urban,9,One-Year,2025-12-02,67.3,8,15,241.1,8.3,47.26,420.74,420.74,29.76,1,1,3,1,612.49,1,0,0.1,3,46.75,0.1904,1.4,12.96,0.371,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,567.12,Free Service & Speed Upgrade,65.0,147.7,82.7
CUST-1528,20,Female,Urban,36,Month-to-Month,2023-09-03,120.1,14,22,448.4,64.4,64.94,2330.87,2330.87,65.05,2,0,3,0,935.14,1,1,0.0541,0,64.75,0.5544,3.28,14.4,0.5025,Medium Risk,Silver CLV,Medium Risk | Silver CLV,779.28,Free Service & Speed Upgrade,65.0,305.44,240.44
CUST-1529,29,Female,Urban,6,One-Year,2026-03-03,116.2,7,25,524.3,59.0,74.49,439.59,439.59,15.96,4,2,1,0,286.04,1,0,0.5714,10,73.26,0.0805,3.48,3.84,0.8892,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,893.88,Free Service & Speed Upgrade,65.0,148.79,83.79
CUST-1530,43,Male,Rural,2,Month-to-Month,2026-07-03,83.5,7,18,465.2,119.5,47.48,91.67,91.67,18.84,5,0,2,0,455.81,1,1,1.6667,0,45.83,0.0421,4.22,9.6,0.88,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,569.76,Free Service & Speed Upgrade,65.0,234.65,169.65
CUST-1531,33,Female,Urban,5,One-Year,2026-04-02,100.5,5,23,356.9,46.8,57.32,300.13,300.13,10.03,2,1,3,1,742.87,1,0,0.3333,3,60.03,0.0872,2.8,12.96,0.354,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,687.84,Free Service & Speed Upgrade,65.0,170.93,105.93
CUST-1532,68,Female,Suburban,72,One-Year,2020-09-04,104.3,5,15,297.3,19.0,117.16,8391.07,8391.07,35.62,3,1,2,0,1012.26,0,0,0.0411,4,116.54,0.6145,1.72,8.64,0.2046,Low Risk,Silver CLV,Low Risk | Silver CLV,1405.92,Free Service & Speed Upgrade,65.0,134.62,69.62
CUST-1533,54,Female,Urban,27,Month-to-Month,2024-06-03,150.3,7,19,577.7,3.4,64.71,1708.62,1708.62,17.32,3,1,3,0,838.64,1,1,0.1071,3,63.28,0.4172,2.17,12.96,0.7414,High Risk,Bronze CLV,High Risk | Bronze CLV,776.52,Dedicated VIP Account Concierge,150.0,484.36,334.36
CUST-1534,39,Male,Suburban,53,Month-to-Month,2022-04-04,81.1,9,14,644.9,2.0,46.71,2511.84,2511.84,27.84,4,0,3,1,672.62,1,1,0.0741,0,47.39,1.1347,2.03,14.4,0.5361,Medium Risk,Bronze CLV,Medium Risk | Bronze CLV,560.52,Free Service & Speed Upgrade,65.0,234.38,169.38
CUST-1535,46,Female,Rural,14,Month-to-Month,2025-07-03,49.6,7,18,451.8,169.0,73.1,983.58,983.58,2.19,0,0,4,2,1403.52,0,1,0.0,0,70.26,0.1915,5.18,19.2,0.1658,Low Risk,Silver CLV,Low Risk | Silver CLV,877.2,Free Service & Speed Upgrade,65.0,151.26,86.26
CUST-1536,31,Male,Urban,30,Month-to-Month,2024-03-03,103.8,9,19,311.6,10.1,139.77,4211.3,4211.3,42.65,0,1,4,0,2415.23,1,1,0.0,2,140.38,0.2146,1.78,17.28,0.5814,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1677.24,Dedicated VIP Account Concierge,150.0,1151.46,1001.46
CUST-1537,45,Male,Urban,23,Month-to-Month,2024-10-02,86.9,3,16,585.0,44.9,48.81,1130.95,1130.95,26.62,3,0,3,0,702.86,0,1,0.125,0,49.17,0.4712,2.87,14.4,0.6006,High Risk,Bronze CLV,High Risk | Bronze CLV,585.72,Free Service & Speed Upgrade,65.0,260.67,195.67
CUST-1538,22,Male,Suburban,72,Month-to-Month,2020-09-04,88.4,9,20,225.3,102.9,144.56,10091.86,10091.86,47.45,1,1,3,0,1873.5,0,1,0.0137,3,140.16,0.4981,3.51,12.96,0.2858,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1734.72,Dedicated VIP Account Concierge,150.0,439.07,289.07
CUST-1539,64,Female,Suburban,46,Two-Year,2022-11-03,84.1,6,16,258.5,171.6,60.0,2886.85,2886.85,10.07,1,0,3,0,864.0,0,0,0.0213,0,62.76,0.7667,4.75,14.4,0.0834,Low Risk,Bronze CLV,Low Risk | Bronze CLV,720.0,No Intervention,0.0,0.0,0.0
CUST-1540,66,Female,Suburban,44,Two-Year,2023-01-03,37.3,9,20,565.9,14.6,127.76,5674.66,5674.66,67.7,4,0,3,0,1839.74,0,0,0.0889,0,128.97,0.3444,2.42,14.4,0.1235,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1533.12,Free Service & Speed Upgrade,65.0,147.69,82.69
CUST-1541,47,Female,Urban,2,One-Year,2026-07-03,92.8,5,13,161.3,17.2,85.87,166.98,166.98,71.61,2,0,3,0,1236.53,0,0,0.6667,0,83.49,0.0233,1.32,14.4,0.254,Low Risk,Silver CLV,Low Risk | Silver CLV,1030.44,Free Service & Speed Upgrade,65.0,204.15,139.15
CUST-1542,63,Female,Urban,27,Month-to-Month,2024-06-03,74.2,4,20,220.5,12.9,96.93,2704.37,2704.37,20.11,3,0,4,0,1861.06,0,1,0.1071,0,100.16,0.2786,1.7,19.2,0.3815,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1163.16,Dedicated VIP Account Concierge,150.0,582.2,432.2
CUST-1543,69,Male,Rural,21,One-Year,2024-12-02,75.7,4,17,667.3,11.3,54.97,1132.1,1132.1,3.5,0,0,4,1,1055.42,0,0,0.0,0,53.91,0.382,2.41,19.2,0.0902,Low Risk,Silver CLV,Low Risk | Silver CLV,659.64,15% Discount Voucher (3 Months),35.0,42.84,7.84
CUST-1544,22,Male,Rural,72,Month-to-Month,2020-09-04,73.1,7,15,155.9,39.4,134.26,9888.97,9888.97,24.77,5,0,2,1,1288.9,1,1,0.0685,0,137.35,0.5363,1.85,9.6,0.88,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1611.12,Dedicated VIP Account Concierge,150.0,837.06,687.06
CUST-1545,29,Male,Urban,10,Month-to-Month,2025-11-01,83.8,3,21,391.5,65.7,102.37,1036.84,1036.84,36.45,1,1,3,1,1326.72,1,1,0.0909,3,103.68,0.0977,3.15,12.96,0.846,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1228.44,Dedicated VIP Account Concierge,150.0,828.33,678.33
CUST-1546,33,Male,Suburban,11,Month-to-Month,2025-10-02,92.8,4,19,765.7,79.6,114.65,1218.23,1218.23,32.02,0,0,4,0,2201.28,1,1,0.0,0,110.75,0.0959,4.07,19.2,0.3357,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1375.8,Dedicated VIP Account Concierge,150.0,605.96,455.96
CUST-1547,43,Male,Urban,18,Month-to-Month,2025-03-03,84.1,6,22,557.2,25.8,92.89,1604.22,1604.22,79.78,0,0,5,2,2229.36,0,1,0.0,0,89.12,0.1938,2.73,24.0,0.175,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1114.68,Free Service & Speed Upgrade,65.0,253.59,188.59
CUST-1548,43,Male,Urban,10,Month-to-Month,2025-11-01,119.6,7,24,264.4,63.5,48.93,494.56,494.56,87.64,4,1,2,0,422.76,1,1,0.3636,4,49.46,0.2044,3.0,8.64,0.9029,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,587.16,Free Service & Speed Upgrade,65.0,223.3,158.3
CUST-1549,65,Male,Urban,5,Month-to-Month,2026-04-02,107.7,6,18,513.5,2.0,121.47,617.57,617.57,34.06,1,0,4,1,2332.22,1,1,0.1667,0,123.51,0.0412,1.97,19.2,0.6274,High Risk,Gold/Platinum CLV,High Risk | Gold/Platinum CLV,1457.64,Dedicated VIP Account Concierge,150.0,1139.86,989.86
CUST-1550,38,Male,Urban,64,Two-Year,2021-05-05,82.8,8,10,526.2,142.5,67.48,4159.38,4159.38,35.98,2,1,3,1,874.54,0,0,0.0308,3,64.99,0.9484,4.4,12.96,0.0925,Low Risk,Bronze CLV,Low Risk | Bronze CLV,809.76,15% Discount Voucher (3 Months),35.0,36.4,1.4
CUST-1551,56,Male,Urban,27,Month-to-Month,2024-06-03,53.9,9,19,251.6,132.5,78.45,2048.83,2048.83,4.87,0,0,4,0,1506.24,0,1,0.0,0,75.88,0.3442,4.1,19.2,0.1235,Low Risk,Silver CLV,Low Risk | Silver CLV,941.4,Free Service & Speed Upgrade,65.0,120.91,55.91
CUST-1552,53,Male,Urban,65,Two-Year,2021-04-04,102.4,2,16,544.6,51.1,109.65,6806.59,6806.59,17.49,4,0,3,1,1578.96,0,0,0.0606,0,104.72,0.5928,2.91,14.4,0.1064,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1315.8,Free Service & Speed Upgrade,65.0,109.2,44.2
CUST-1553,50,Female,Urban,59,Month-to-Month,2021-10-04,75.6,5,18,688.3,18.1,38.45,2185.63,2185.63,14.02,3,0,4,1,738.24,0,1,0.05,0,37.04,1.5345,2.64,19.2,0.1209,Low Risk,Bronze CLV,Low Risk | Bronze CLV,461.4,15% Discount Voucher (3 Months),35.0,40.16,5.16
CUST-1554,47,Female,Suburban,11,Month-to-Month,2025-10-02,79.9,6,19,733.3,232.9,167.28,1856.29,1856.29,14.85,1,0,4,0,3211.78,0,1,0.0833,0,168.75,0.0658,7.07,19.2,0.334,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,2007.36,Dedicated VIP Account Concierge,150.0,879.64,729.64
CUST-1555,54,Female,Suburban,27,Month-to-Month,2024-06-03,45.4,7,16,531.1,108.2,55.5,1453.64,1453.64,45.49,0,3,2,0,372.96,1,1,0.0,12,53.84,0.4865,4.03,6.72,0.8231,Critical Risk,Bronze CLV,Critical Risk | Bronze CLV,666.0,Free Service & Speed Upgrade,65.0,179.59,114.59
CUST-1556,40,Male,Suburban,3,One-Year,2026-06-02,97.4,6,19,596.7,2.0,102.02,299.59,299.59,23.43,2,0,3,0,1469.09,1,0,0.5,0,99.86,0.0294,2.18,14.4,0.3439,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1224.24,Dedicated VIP Account Concierge,150.0,414.28,264.28
CUST-1557,27,Male,Rural,72,Month-to-Month,2020-09-04,162.8,3,18,287.6,41.2,104.22,7545.3,7545.3,24.44,1,0,3,0,1500.77,0,1,0.0137,0,104.8,0.6908,2.3,14.4,0.2216,Low Risk,Silver CLV,Low Risk | Silver CLV,1250.64,Free Service & Speed Upgrade,65.0,216.17,151.17
CUST-1558,71,Female,Urban,18,Month-to-Month,2025-03-03,69.8,3,18,760.9,7.0,106.32,1897.33,1897.33,9.96,0,0,4,1,2041.34,1,1,0.0,0,105.41,0.1693,2.56,19.2,0.4372,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1275.84,Dedicated VIP Account Concierge,150.0,731.83,581.83
CUST-1559,22,Male,Suburban,17,Month-to-Month,2025-04-03,103.7,6,18,291.4,9.2,76.22,1340.47,1340.47,6.4,2,0,3,1,1097.57,1,1,0.1111,0,78.85,0.223,1.67,14.4,0.8524,Critical Risk,Silver CLV,Critical Risk | Silver CLV,914.64,Dedicated VIP Account Concierge,150.0,690.45,540.45
CUST-1560,53,Male,Suburban,12,Month-to-Month,2025-09-02,122.4,7,28,328.4,2.0,69.26,837.03,837.03,18.43,2,0,4,1,1329.79,0,1,0.1538,0,69.75,0.1733,2.1,19.2,0.2546,Low Risk,Silver CLV,Low Risk | Silver CLV,831.12,Free Service & Speed Upgrade,65.0,220.07,155.07
CUST-1561,51,Male,Urban,21,One-Year,2024-12-02,69.3,0,22,374.4,75.6,148.78,3009.42,3009.42,2.08,1,0,4,2,2856.58,0,0,0.0455,0,143.31,0.1411,3.36,19.2,0.167,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1785.36,Free Service & Speed Upgrade,65.0,310.08,245.08
CUST-1562,69,Male,Urban,10,Month-to-Month,2025-11-01,12.2,6,21,355.5,18.9,121.81,1204.01,1204.01,6.08,0,1,4,2,2104.88,1,1,0.0,2,120.4,0.0821,2.14,17.28,0.6309,High Risk,Gold/Platinum CLV,High Risk | Gold/Platinum CLV,1461.72,Dedicated VIP Account Concierge,150.0,1034.49,884.49
CUST-1563,48,Male,Urban,16,Month-to-Month,2025-05-03,105.9,8,9,240.3,23.6,84.37,1317.35,1317.35,59.74,1,0,4,0,1619.9,0,1,0.0588,0,82.33,0.1896,1.4,19.2,0.2668,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,1012.44,Free Service & Speed Upgrade,65.0,280.92,215.92
CUST-1564,27,Male,Rural,53,Two-Year,2022-04-04,87.4,6,19,399.0,3.1,46.43,2401.48,2401.48,20.13,2,0,4,1,891.46,0,0,0.037,0,45.31,1.1415,1.81,19.2,0.0868,Low Risk,Bronze CLV,Low Risk | Bronze CLV,557.16,No Intervention,0.0,0.0,0.0
CUST-1565,36,Female,Urban,60,Month-to-Month,2021-09-03,94.3,2,15,725.0,2.0,127.71,7475.99,7475.99,131.08,1,0,4,0,2452.03,1,1,0.0164,0,124.6,0.4698,2.24,19.2,0.3751,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1532.52,Dedicated VIP Account Concierge,150.0,754.2,604.2
CUST-1566,49,Male,Rural,12,One-Year,2025-09-02,86.6,6,19,336.6,102.3,114.95,1368.14,1368.14,0.15,2,1,3,0,1489.75,0,0,0.1538,3,114.01,0.1044,3.67,12.96,0.3671,Medium Risk,Silver CLV,Medium Risk | Silver CLV,1379.4,Dedicated VIP Account Concierge,150.0,448.45,298.45
CUST-1567,18,Male,Suburban,21,One-Year,2024-12-02,119.8,6,23,345.1,70.4,51.17,1035.03,1035.03,88.65,1,0,4,0,982.46,0,0,0.0455,0,49.29,0.4104,3.25,19.2,0.0993,Low Risk,Silver CLV,Low Risk | Silver CLV,614.04,15% Discount Voucher (3 Months),35.0,43.9,8.9
CUST-1568,22,Female,Suburban,68,Two-Year,2021-01-03,82.1,5,17,703.8,31.3,50.75,3365.55,3365.55,36.99,2,1,3,0,657.72,0,0,0.029,3,49.49,1.3399,2.88,12.96,0.0823,Low Risk,Bronze CLV,Low Risk | Bronze CLV,609.0,No Intervention,0.0,0.0,0.0
CUST-1569,62,Male,Suburban,2,Month-to-Month,2026-07-03,150.1,7,14,91.5,4.7,87.9,179.34,179.34,34.15,1,0,4,0,1687.68,0,1,0.3333,0,89.67,0.0228,0.98,19.2,0.3444,Medium Risk,Gold/Platinum CLV,Medium Risk | Gold/Platinum CLV,1054.8,Dedicated VIP Account Concierge,150.0,476.61,326.61
CUST-1570,21,Male,Suburban,72,One-Year,2020-09-04,105.9,8,17,596.6,97.2,97.5,7249.86,7249.86,64.22,1,0,3,1,1404.0,1,0,0.0137,0,100.69,0.7385,3.99,14.4,0.1112,Low Risk,Silver CLV,Low Risk | Silver CLV,1170.0,Free Service & Speed Upgrade,65.0,101.48,36.48
CUST-1571,33,Female,Urban,9,Month-to-Month,2025-12-02,115.3,7,10,411.0,169.6,97.5,834.83,834.83,34.5,4,0,2,1,936.0,1,1,0.4,0,92.76,0.0923,4.71,9.6,0.9038,Critical Risk,Silver CLV,Critical Risk | Silver CLV,1170.0,Dedicated VIP Account Concierge,150.0,624.32,474.32
CUST-1572,41,Male,Urban,38,One-Year,2023-07-04,85.2,2,15,538.1,48.7,81.4,2964.35,2964.35,1.24,1,0,4,0,1562.88,0,0,0.0256,0,78.01,0.4668,2.8,19.2,0.0845,Low Risk,Gold/Platinum CLV,Low Risk | Gold/Platinum CLV,976.8,15% Discount Voucher (3 Months),35.0,59.43,24.43
CUST-1573,33,Male,Suburban,29,Month-to-Month,2024-04-03,94.3,12,20,504.7,9.7,46.26,1389.17,1389.17,82.5,0,1,4,0,799.37,0,1,0.0,2,47.9,0.6269,2.2,17.28,0.1581,Low Risk,Bronze CLV,Low Risk | Bronze CLV,555.12,15% Discount Voucher (3 Months),35.0,56.87,21.87
CUST-1574,19,Male,Urban,27,Month-to-Month,2024-06-03,34.3,4,13,700.0,68.7,64.69,1696.79,1696.79,72.27,0,0,4,0,1242.05,1,1,0.0,0,62.84,0.4174,3.42,19.2,0.2505,Low Risk,Silver CLV,Low Risk | Silver CLV,776.28,Free Service & Speed Upgrade,65.0,202.24,137.24
CUST-1575,66,Male,Urban,65,Two-Year,2021-04-04,67.7,9,20,246.1,4.8,82.38,5254.13,5254.13,25.68,0,1,3,0,1067.64,0,0,0.0,3,80.83,0.789,1.59,12.96,0.0948,Low Risk,Silver CLV,Low Risk | Silver CLV,988.56,15% Discount Voucher (3 Months),35.0,45.55,10.55
