CustomerID,Age,Gender,Location,Tenure,ContractType,CustomerSince,MonthlyUsageHours,NumTransactions,LoginsPerMonth,CallMinutes,DataUsageGB,MonthlyCharges,TotalCharges,Revenue,DiscountsReceived,SupportCallsCount,ComplaintsCount,SatisfactionScore,ServiceOutagesReported,CLV,Churn
CUST-1744,56,Male,Suburban,51,Month-to-Month,2022-06-04,92.8,2,13,272.5,35.3,76.16,3745.52,3745.52,10.95,3,1,2,0,658.02,1
CUST-1745,20,Male,Rural,13,Month-to-Month,2025-08-02,55.8,5,17,466.5,95.6,46.61,604.58,604.58,9.12,0,0,5,0,1118.64,0
CUST-1746,62,Male,Urban,3,Two-Year,2026-06-02,119.8,10,17,392.6,104.6,64.29,200.39,200.39,2.05,3,0,3,0,925.78,1
CUST-1747,30,Male,Urban,21,Two-Year,2024-12-02,71.3,5,21,279.3,2.0,76.2,1623.34,1623.34,3.4,2,1,3,0,987.55,1
CUST-1748,67,Female,Suburban,46,One-Year,2022-11-03,140.8,6,20,171.7,160.2,163.22,7587.35,7587.35,7.57,1,2,3,0,1880.29,0
CUST-1749,45,Female,Urban,9,Two-Year,2025-12-02,62.1,5,14,446.2,13.6,76.57,659.81,659.81,0.12,2,0,3,1,1102.61,0
CUST-1750,37,Male,Urban,9,One-Year,2025-12-02,54.9,5,22,251.7,21.6,45.46,425.76,425.76,13.28,2,0,3,0,654.62,0
CUST-1751,45,Male,Rural,72,Month-to-Month,2020-09-04,65.1,6,10,424.3,133.0,148.65,10468.15,10468.15,89.39,1,0,4,0,2854.08,0
CUST-1752,25,Female,Suburban,72,Month-to-Month,2020-09-04,129.9,12,19,594.6,75.4,40.36,3022.2,3022.2,28.36,2,1,4,0,697.42,0
CUST-1753,58,Male,Urban,72,Month-to-Month,2020-09-04,38.0,3,16,289.9,30.2,44.11,3161.32,3161.32,30.41,1,0,4,1,846.91,0
CUST-1754,56,Male,Urban,55,Month-to-Month,2022-02-02,112.4,8,16,227.8,6.0,80.38,4433.62,4433.62,9.46,0,0,4,0,1543.3,0
CUST-1755,18,Male,Urban,7,Month-to-Month,2026-02-01,140.0,4,23,210.6,31.7,40.43,285.98,285.98,8.93,3,1,3,0,523.97,1
CUST-1756,20,Female,Urban,8,Month-to-Month,2026-01-01,79.9,8,20,329.4,220.4,123.8,969.45,969.45,16.02,2,0,5,1,2971.2,0
CUST-1757,30,Male,Urban,14,Two-Year,2025-07-03,73.2,5,20,337.2,7.2,44.22,639.85,639.85,10.64,1,0,5,2,1061.28,0
CUST-1758,45,Female,Suburban,13,Two-Year,2025-08-02,87.4,5,20,211.1,121.7,118.1,1605.67,1605.67,68.42,3,0,2,1,1133.76,1
CUST-1759,66,Male,Urban,72,One-Year,2020-09-04,51.3,10,12,620.3,25.6,42.37,2984.59,2984.59,6.84,1,1,4,1,732.15,0
CUST-1760,42,Female,Urban,52,Two-Year,2022-05-05,164.4,7,12,551.8,69.1,128.53,6349.48,6349.48,39.32,2,0,4,2,2467.78,0
CUST-1761,50,Male,Urban,43,Month-to-Month,2023-02-02,105.1,6,14,175.5,64.9,119.13,5135.71,5135.71,23.54,1,0,4,1,2287.3,1
CUST-1762,55,Male,Rural,7,Two-Year,2026-02-01,48.4,4,17,259.5,25.6,135.26,955.61,955.61,39.58,3,0,2,1,1298.5,0
CUST-1763,70,Female,Urban,72,Month-to-Month,2020-09-04,60.8,3,20,602.1,3.6,33.41,2300.52,2300.52,63.0,5,1,2,0,288.66,0
CUST-1764,23,Female,Urban,58,Month-to-Month,2021-11-03,90.4,11,23,214.3,10.5,90.43,5335.62,5335.62,14.62,1,2,2,1,694.5,1
CUST-1765,61,Female,Urban,6,Two-Year,2026-03-03,46.2,8,17,278.0,54.2,114.65,673.6,673.6,27.23,1,1,3,0,1485.86,1
CUST-1766,62,Female,Suburban,68,Month-to-Month,2021-01-03,39.9,9,23,412.2,193.3,157.79,11221.86,11221.86,24.18,3,1,2,1,1363.31,1
CUST-1767,49,Female,Suburban,11,Month-to-Month,2025-10-02,93.8,7,20,312.7,169.0,105.79,1196.44,1196.44,16.35,3,1,2,1,914.03,1
CUST-1768,62,Female,Urban,3,Month-to-Month,2026-06-02,115.2,7,26,826.7,7.8,135.58,389.36,389.36,58.49,1,0,3,1,1952.35,1
CUST-1769,64,Female,Urban,36,One-Year,2023-09-03,112.5,8,26,531.5,135.3,59.38,2234.81,2234.81,0.36,4,0,3,0,855.07,0
CUST-1770,38,Male,Urban,35,Two-Year,2023-10-03,83.2,5,14,499.2,17.3,77.42,2635.79,2635.79,12.99,0,1,4,0,1337.82,0
CUST-1771,33,Male,Urban,4,Month-to-Month,2026-05-03,76.8,8,20,441.5,156.4,77.58,319.58,319.58,62.45,1,1,3,1,1005.44,1
CUST-1772,71,Male,Urban,13,Two-Year,2025-08-02,86.6,4,16,605.7,92.4,56.72,747.92,747.92,71.98,4,0,3,2,816.77,1
CUST-1773,38,Female,Urban,72,Month-to-Month,2020-09-04,114.8,5,15,500.7,211.3,89.68,6480.4,6480.4,41.41,1,1,3,0,1162.25,0
CUST-1774,28,Male,Urban,38,Month-to-Month,2023-07-04,47.3,0,18,361.7,37.9,107.13,4247.07,4247.07,14.58,2,0,4,1,2056.9,1
CUST-1775,54,Male,Urban,43,Month-to-Month,2023-02-02,61.7,6,26,154.5,85.5,93.39,4058.29,4058.29,60.47,1,0,4,1,1793.09,0
CUST-1776,53,Female,Urban,8,One-Year,2026-01-01,73.7,4,24,335.8,86.4,58.84,487.61,487.61,3.07,1,3,1,0,197.7,1
CUST-1777,52,Female,Suburban,3,Month-to-Month,2026-06-02,77.7,3,20,389.3,44.6,35.33,109.46,109.46,10.79,2,0,3,0,508.75,0
CUST-1778,36,Female,Urban,11,One-Year,2025-10-02,83.4,5,25,535.8,238.5,166.98,1868.4,1868.4,3.4,3,1,2,0,1442.71,1
CUST-1779,37,Male,Urban,10,Month-to-Month,2025-11-01,84.3,4,11,617.5,18.2,63.85,637.88,637.88,4.09,2,0,2,0,612.96,0
CUST-1780,35,Female,Urban,9,Month-to-Month,2025-12-02,105.2,6,24,450.0,278.5,81.44,703.51,703.51,31.47,0,1,4,1,1407.28,0
CUST-1781,64,Male,Rural,8,One-Year,2026-01-01,32.1,6,13,465.2,108.7,58.11,448.79,448.79,2.62,5,2,2,0,446.28,1
CUST-1782,58,Male,Rural,29,Month-to-Month,2024-04-03,37.0,6,17,234.5,62.2,63.48,1846.96,1846.96,39.86,5,0,3,0,914.11,1
CUST-1783,66,Male,Urban,14,Month-to-Month,2025-07-03,65.0,7,22,295.5,5.1,52.31,720.05,720.05,15.01,0,0,4,3,1004.35,0
CUST-1784,31,Male,Urban,57,Month-to-Month,2021-12-04,110.9,6,21,124.5,19.5,60.08,3324.51,3324.51,2.01,1,0,4,0,1153.54,0
CUST-1785,32,Male,Urban,7,One-Year,2026-02-01,65.4,6,21,339.3,119.6,68.88,504.68,504.68,11.77,5,1,2,0,595.12,1
CUST-1786,48,Female,Urban,21,One-Year,2024-12-02,83.8,8,18,508.7,84.7,87.22,1897.3,1897.3,17.84,2,0,3,1,1255.97,0
CUST-1787,18,Male,Urban,1,Month-to-Month,2026-08-02,88.8,9,25,568.5,213.8,145.11,144.1,144.1,15.98,2,2,3,0,1671.67,1
CUST-1788,70,Female,Suburban,22,Month-to-Month,2024-11-02,94.5,1,19,328.7,32.9,33.05,754.08,754.08,24.98,2,0,3,0,475.92,0
CUST-1789,71,Female,Urban,2,Month-to-Month,2026-07-03,131.9,3,16,641.9,146.2,68.83,131.6,131.6,24.46,0,0,4,0,1321.54,0
CUST-1790,71,Male,Rural,72,Month-to-Month,2020-09-04,105.8,4,14,714.5,128.7,126.18,8720.86,8720.86,15.6,2,0,3,1,1816.99,0
CUST-1791,20,Female,Urban,52,Two-Year,2022-05-05,114.9,6,15,606.1,220.0,75.13,4081.8,4081.8,80.32,3,2,1,0,288.5,0
CUST-1792,33,Male,Suburban,23,One-Year,2024-10-02,81.2,3,18,664.3,20.7,113.35,2656.27,2656.27,8.7,2,0,4,0,2176.32,1
CUST-1793,40,Female,Suburban,3,One-Year,2026-06-02,129.2,4,14,284.3,44.3,90.86,279.78,279.78,14.56,4,0,4,0,1744.51,1
CUST-1794,28,Male,Urban,30,Month-to-Month,2024-03-03,87.1,5,19,190.9,5.5,127.21,3943.34,3943.34,28.23,2,2,2,0,976.97,1
CUST-1795,29,Male,Urban,47,One-Year,2022-10-04,26.3,5,19,614.9,58.1,34.88,1566.12,1566.12,9.85,0,1,4,0,602.73,0
CUST-1796,27,Male,Urban,7,Two-Year,2026-02-01,158.8,8,23,698.4,85.7,128.05,915.87,915.87,5.7,1,0,4,0,2458.56,0
CUST-1797,49,Female,Urban,28,One-Year,2024-05-03,86.4,9,19,749.8,17.7,93.45,2579.13,2579.13,0.22,1,0,3,1,1345.68,0
CUST-1798,33,Female,Urban,56,One-Year,2022-01-03,100.9,9,24,149.2,12.1,80.73,4664.64,4664.64,101.71,1,1,3,0,1046.26,0
CUST-1799,25,Male,Suburban,49,One-Year,2022-08-04,52.9,9,16,459.3,66.3,51.71,2505.33,2505.33,53.67,1,1,3,1,670.16,0
CUST-1800,55,Female,Urban,54,One-Year,2022-03-05,150.9,7,21,246.3,32.5,56.79,3148.73,3148.73,76.89,0,1,3,0,736.0,0
CUST-1801,29,Female,Rural,70,Month-to-Month,2020-11-03,61.2,6,12,418.3,36.1,120.82,8796.79,8796.79,1.44,1,1,3,0,1565.83,0
CUST-1802,41,Female,Urban,72,One-Year,2020-09-04,73.4,9,18,602.8,41.4,48.35,3425.25,3425.25,2.67,2,1,2,0,417.74,0
CUST-1803,45,Female,Rural,18,Month-to-Month,2025-03-03,39.1,5,12,517.2,46.6,92.63,1662.23,1662.23,28.1,1,0,4,0,1778.5,0
CUST-1804,70,Female,Urban,28,One-Year,2024-05-03,95.9,5,24,185.8,14.1,51.0,1433.34,1433.34,0.82,2,0,3,0,734.4,1
CUST-1805,25,Female,Suburban,52,One-Year,2022-05-05,76.6,10,21,416.6,56.0,89.67,4750.43,4750.43,11.08,0,0,4,1,1721.66,0
CUST-1806,45,Female,Urban,40,One-Year,2023-05-04,38.7,6,19,355.4,4.7,54.99,2275.29,2275.29,125.93,4,0,2,0,527.9,1
CUST-1807,53,Male,Urban,72,Month-to-Month,2020-09-04,83.0,11,13,615.9,7.8,66.55,4652.83,4652.83,15.48,2,1,4,0,1149.98,0
CUST-1808,43,Male,Rural,1,Month-to-Month,2026-08-02,87.8,7,15,318.7,80.8,129.4,135.17,135.17,135.88,1,0,3,0,1863.36,1
CUST-1809,25,Male,Urban,15,Month-to-Month,2025-06-02,77.6,8,16,479.1,85.5,42.09,649.38,649.38,4.42,1,1,3,0,545.49,0
CUST-1810,67,Female,Suburban,11,One-Year,2025-10-02,30.4,10,18,392.3,20.1,134.31,1424.15,1424.15,17.02,3,0,3,0,1934.06,1
CUST-1811,45,Female,Suburban,10,Two-Year,2025-11-01,93.7,10,10,769.7,13.3,63.72,626.74,626.74,0.2,1,0,3,0,917.57,0
CUST-1812,45,Male,Urban,9,One-Year,2025-12-02,47.0,5,19,575.0,3.6,94.09,825.76,825.76,31.34,1,2,2,1,722.61,0
CUST-1813,54,Female,Urban,41,Month-to-Month,2023-04-04,111.7,5,12,428.0,35.3,55.79,2209.4,2209.4,14.64,3,0,3,0,803.38,0
CUST-1814,58,Male,Suburban,3,Two-Year,2026-06-02,68.3,14,18,383.7,46.2,73.19,222.75,222.75,24.54,5,0,2,1,702.62,1
CUST-1815,53,Male,Urban,45,Two-Year,2022-12-03,112.8,9,24,448.8,149.3,100.26,4315.8,4315.8,55.42,3,0,3,0,1443.74,0
CUST-1816,44,Female,Suburban,39,Month-to-Month,2023-06-04,85.4,5,9,844.1,2.0,104.51,4116.15,4116.15,28.04,4,2,1,1,401.32,1
CUST-1817,71,Male,Rural,10,One-Year,2025-11-01,87.0,5,16,555.8,33.8,130.48,1347.56,1347.56,38.31,1,1,4,0,2254.69,0
CUST-1818,34,Male,Urban,10,One-Year,2025-11-01,123.3,7,19,506.3,35.3,129.9,1281.06,1281.06,22.37,1,1,4,2,2244.67,1
CUST-1819,26,Female,Urban,33,One-Year,2023-12-03,60.5,9,13,574.0,141.5,84.98,2801.44,2801.44,48.23,1,2,3,0,978.97,0
CUST-1820,50,Female,Suburban,48,Two-Year,2022-09-03,52.1,4,11,553.9,14.2,37.33,1728.08,1728.08,32.29,2,1,3,0,483.8,0
CUST-1821,70,Male,Urban,69,Month-to-Month,2020-12-04,101.7,7,16,569.7,4.5,132.04,9311.57,9311.57,70.31,3,0,3,0,1901.38,0
CUST-1822,37,Female,Urban,63,One-Year,2021-06-04,45.6,8,20,573.4,31.2,33.22,2178.4,2178.4,49.35,1,0,3,0,478.37,0
CUST-1823,30,Female,Urban,72,One-Year,2020-09-04,61.0,7,22,273.6,61.6,135.56,9987.5,9987.5,9.24,2,1,3,2,1756.86,0
CUST-1824,45,Male,Urban,29,Two-Year,2024-04-03,37.6,3,20,216.4,126.9,47.01,1311.89,1311.89,26.02,3,0,3,0,676.94,0
CUST-1825,65,Male,Urban,72,Two-Year,2020-09-04,119.6,5,20,575.5,20.4,140.37,9950.45,9950.45,72.77,1,0,5,1,3368.88,0
CUST-1826,46,Female,Urban,55,Two-Year,2022-02-02,54.9,3,17,516.3,18.8,29.1,1548.2,1548.2,68.54,1,0,5,0,698.4,0
CUST-1827,30,Male,Suburban,72,Month-to-Month,2020-09-04,65.4,8,12,352.1,25.6,30.8,2237.43,2237.43,22.7,2,0,3,0,443.52,0
CUST-1828,63,Female,Urban,1,Two-Year,2026-08-02,46.3,8,24,326.6,8.2,84.73,86.62,86.62,13.18,4,0,3,0,1220.11,0
CUST-1829,52,Female,Urban,72,Month-to-Month,2020-09-04,73.4,3,15,542.3,245.8,138.55,10449.75,10449.75,8.28,2,0,4,0,2660.16,1
CUST-1830,23,Female,Rural,22,Month-to-Month,2024-11-02,80.7,7,18,541.5,50.6,73.15,1609.77,1609.77,7.56,1,0,4,1,1404.48,1
CUST-1831,35,Male,Suburban,53,Month-to-Month,2022-04-04,109.8,8,19,180.0,20.7,97.78,5253.48,5253.48,5.44,1,0,4,0,1877.38,0
CUST-1832,68,Female,Suburban,5,One-Year,2026-04-02,45.3,4,14,458.2,29.2,126.65,608.34,608.34,276.49,0,1,4,0,2188.51,0
CUST-1833,22,Male,Urban,17,Two-Year,2025-04-03,67.0,8,17,427.2,130.6,136.09,2233.77,2233.77,38.03,2,0,4,0,2612.93,0
CUST-1834,64,Male,Suburban,11,Month-to-Month,2025-10-02,127.7,4,21,402.3,72.8,137.59,1472.88,1472.88,13.22,1,0,4,0,2641.73,1
CUST-1835,42,Male,Urban,12,Month-to-Month,2025-09-02,116.2,4,17,254.3,52.4,51.16,586.56,586.56,12.15,1,1,4,0,884.04,0
CUST-1836,19,Male,Urban,5,One-Year,2026-04-02,64.7,8,21,325.5,83.9,63.41,314.14,314.14,12.76,0,2,3,0,730.48,0
CUST-1837,27,Female,Urban,54,One-Year,2022-03-05,83.5,8,16,393.1,91.6,106.33,6000.89,6000.89,72.08,0,0,4,0,2041.54,0
CUST-1838,47,Male,Urban,1,Two-Year,2026-08-02,144.0,3,12,115.4,14.0,110.33,112.02,112.02,25.2,2,1,3,0,1429.88,0
CUST-1839,67,Male,Suburban,13,Month-to-Month,2025-08-02,49.2,7,21,639.9,11.2,39.03,504.14,504.14,11.09,2,0,3,1,562.03,0
CUST-1840,62,Female,Urban,7,Month-to-Month,2026-02-01,27.4,12,16,437.3,221.1,78.37,548.25,548.25,56.05,2,0,4,0,1504.7,1
CUST-1841,22,Male,Suburban,30,Month-to-Month,2024-03-03,68.9,6,18,346.0,13.4,133.14,3853.06,3853.06,48.55,1,1,4,0,2300.66,1
CUST-1842,50,Female,Suburban,10,Month-to-Month,2025-11-01,82.5,5,23,267.2,40.6,34.07,326.96,326.96,22.06,0,0,4,0,654.14,0
CUST-1843,71,Male,Suburban,10,Month-to-Month,2025-11-01,60.9,8,21,494.6,264.0,110.81,1081.4,1081.4,40.85,2,1,3,0,1436.1,1
CUST-1844,18,Female,Urban,22,Month-to-Month,2024-11-02,114.3,6,13,146.5,35.1,54.51,1176.01,1176.01,46.9,1,1,3,0,706.45,1
CUST-1845,35,Female,Suburban,35,Month-to-Month,2023-10-03,91.3,4,12,580.3,47.0,121.1,4078.64,4078.64,1.78,3,0,3,0,1743.84,1
CUST-1846,49,Male,Urban,5,Month-to-Month,2026-04-02,66.9,7,16,595.7,104.1,139.92,712.99,712.99,72.93,2,0,3,1,2014.85,0
CUST-1847,64,Male,Urban,7,Two-Year,2026-02-01,68.8,6,16,331.5,27.0,57.46,419.24,419.24,11.84,2,1,2,0,496.45,0
CUST-1848,66,Male,Rural,10,Month-to-Month,2025-11-01,62.6,8,23,41.7,36.7,98.33,951.28,951.28,138.91,1,2,2,0,755.17,1
CUST-1849,28,Female,Urban,72,Month-to-Month,2020-09-04,109.9,10,12,342.1,26.2,125.91,9372.05,9372.05,83.59,1,1,3,2,1631.79,1
CUST-1850,38,Male,Urban,17,Two-Year,2025-04-03,70.8,4,19,394.2,22.0,97.13,1617.91,1617.91,0.68,1,0,5,1,2331.12,0
CUST-1851,43,Male,Rural,30,One-Year,2024-03-03,49.2,6,16,427.0,41.5,100.3,3041.17,3041.17,33.95,0,2,3,0,1155.46,0
CUST-1852,42,Male,Urban,10,One-Year,2025-11-01,113.9,6,12,771.4,89.0,85.84,823.09,823.09,117.45,1,0,4,1,1648.13,1
CUST-1853,39,Male,Suburban,23,One-Year,2024-10-02,76.7,2,17,510.8,131.3,119.79,2683.34,2683.34,29.13,2,2,2,0,919.99,1
CUST-1854,44,Male,Urban,3,One-Year,2026-06-02,44.2,4,22,755.9,41.3,141.63,410.36,410.36,33.47,0,1,4,0,2447.37,0
CUST-1855,66,Female,Urban,2,Two-Year,2026-07-03,136.4,8,17,592.8,25.2,63.23,122.18,122.18,93.57,1,1,3,0,819.46,1
CUST-1856,30,Male,Urban,21,One-Year,2024-12-02,103.3,5,25,521.0,157.7,71.72,1571.41,1571.41,29.76,0,1,4,0,1239.32,0
CUST-1857,50,Male,Urban,17,Two-Year,2025-04-03,86.4,4,26,472.8,26.6,139.18,2333.84,2333.84,9.81,1,2,3,1,1603.35,1
CUST-1858,51,Female,Urban,5,Month-to-Month,2026-04-02,78.6,7,21,95.7,97.0,46.46,225.24,225.24,21.59,1,1,3,0,602.12,1
CUST-1859,58,Female,Suburban,39,Month-to-Month,2023-06-04,76.6,2,11,78.7,89.8,135.05,5093.82,5093.82,15.08,1,0,4,2,2592.96,0
CUST-1860,52,Male,Urban,72,Two-Year,2020-09-04,76.0,8,15,585.9,3.3,130.12,9530.65,9530.65,6.4,1,0,4,1,2498.3,0
CUST-1861,18,Male,Rural,17,Month-to-Month,2025-04-03,76.8,8,11,436.2,12.7,52.14,905.75,905.75,8.43,2,0,3,1,750.82,1
CUST-1862,38,Male,Urban,33,Two-Year,2023-12-03,67.3,3,11,636.4,55.3,82.25,2844.47,2844.47,2.21,0,1,3,1,1065.96,0
CUST-1863,65,Female,Urban,72,Month-to-Month,2020-09-04,81.9,4,9,168.1,131.4,58.86,4291.35,4291.35,6.47,1,1,3,1,762.83,0
CUST-1864,23,Male,Suburban,59,Month-to-Month,2021-10-04,66.7,1,14,508.0,58.6,75.99,4464.94,4464.94,10.5,2,2,2,0,583.6,1
CUST-1865,45,Female,Rural,21,Two-Year,2024-12-02,91.7,5,21,532.8,88.2,90.83,1854.81,1854.81,49.7,1,0,3,0,1307.95,1
CUST-1866,34,Female,Urban,44,Month-to-Month,2023-01-03,84.3,5,22,335.5,86.2,96.53,4051.66,4051.66,15.95,1,2,4,1,1482.7,1
CUST-1867,22,Female,Suburban,5,Two-Year,2026-04-02,64.0,6,19,258.3,44.3,45.73,237.36,237.36,41.1,3,2,2,0,351.21,1
CUST-1868,48,Male,Rural,24,Two-Year,2024-09-02,82.4,3,22,263.0,53.5,79.44,1961.63,1961.63,194.65,3,1,2,1,686.36,0
CUST-1869,22,Male,Urban,11,Two-Year,2025-10-02,101.3,4,14,322.9,4.8,97.61,1105.51,1105.51,30.51,2,1,3,0,1265.03,0
CUST-1870,55,Male,Rural,6,One-Year,2026-03-03,17.3,1,27,360.9,170.8,108.13,637.24,637.24,33.33,1,3,1,0,363.32,1
CUST-1871,20,Male,Urban,19,One-Year,2025-02-01,102.3,8,21,339.0,72.9,132.7,2485.39,2485.39,28.12,2,2,2,0,1019.14,1
CUST-1872,70,Female,Suburban,5,Two-Year,2026-04-02,48.2,6,12,506.3,10.9,136.01,699.34,699.34,17.62,2,0,3,0,1958.54,0
CUST-1873,40,Female,Rural,40,One-Year,2023-05-04,71.2,2,19,423.0,18.2,121.67,4958.08,4958.08,7.19,2,2,3,2,1401.64,0
CUST-1874,54,Female,Suburban,21,One-Year,2024-12-02,5.0,10,20,224.8,2.0,30.75,655.41,655.41,132.81,3,1,3,0,398.52,1
CUST-1875,70,Female,Urban,25,Two-Year,2024-08-02,102.0,6,15,548.6,19.9,52.68,1324.2,1324.2,22.75,1,1,3,0,682.73,0
CUST-1876,54,Male,Urban,6,One-Year,2026-03-03,62.8,8,22,236.5,24.7,38.79,229.68,229.68,96.15,3,1,3,0,502.72,0
CUST-1877,27,Male,Rural,5,Two-Year,2026-04-02,70.0,4,13,387.0,74.7,86.1,440.89,440.89,10.53,4,0,3,0,1239.84,1
CUST-1878,27,Male,Urban,29,Month-to-Month,2024-04-03,87.7,5,29,265.0,42.1,114.55,3275.74,3275.74,4.02,1,0,4,0,2199.36,0
CUST-1879,36,Female,Urban,72,Month-to-Month,2020-09-04,25.9,7,19,325.7,120.3,46.76,3445.74,3445.74,35.46,0,0,4,0,897.79,0
CUST-1880,34,Female,Suburban,4,Month-to-Month,2026-05-03,86.9,7,18,358.5,5.9,56.6,219.39,219.39,66.71,2,0,3,0,815.04,0
CUST-1881,38,Female,Urban,12,Month-to-Month,2025-09-02,104.4,5,24,367.0,79.8,47.77,578.43,578.43,37.99,1,0,4,0,917.18,0
CUST-1882,31,Male,Urban,67,One-Year,2021-02-03,90.2,7,21,407.7,135.1,92.43,6104.45,6104.45,47.53,0,1,3,0,1197.89,0
CUST-1883,26,Male,Urban,3,Month-to-Month,2026-06-02,73.2,12,13,442.5,35.6,136.75,423.73,423.73,32.82,3,0,3,0,1969.2,1
CUST-1884,63,Female,Urban,69,Two-Year,2020-12-04,86.2,6,15,636.6,22.1,75.8,5239.98,5239.98,48.02,1,0,3,0,1091.52,0
CUST-1885,18,Male,Suburban,25,Month-to-Month,2024-08-02,82.7,9,20,263.7,38.3,103.75,2625.92,2625.92,14.78,0,0,4,1,1992.0,0
CUST-1886,68,Female,Suburban,18,Month-to-Month,2025-03-03,107.8,5,17,20.0,101.1,84.67,1460.55,1460.55,17.27,0,1,4,0,1463.1,0
CUST-1887,62,Female,Urban,13,Month-to-Month,2025-08-02,122.7,6,21,254.9,163.4,133.63,1736.36,1736.36,53.04,3,0,4,1,2565.7,1
CUST-1888,30,Female,Suburban,12,One-Year,2025-09-02,72.7,6,26,644.3,4.4,111.11,1370.75,1370.75,56.59,7,1,2,0,959.99,1
CUST-1889,21,Male,Rural,12,Month-to-Month,2025-09-02,91.9,5,20,564.7,48.9,48.21,599.35,599.35,3.02,0,1,4,0,833.07,0
CUST-1890,18,Male,Suburban,71,Month-to-Month,2020-10-04,65.0,7,18,305.3,66.4,110.07,7987.81,7987.81,0.6,1,0,3,0,1585.01,0
CUST-1891,66,Male,Urban,43,One-Year,2023-02-02,97.5,4,17,382.3,2.0,69.73,2973.98,2973.98,38.44,1,0,4,0,1338.82,0
CUST-1892,57,Male,Suburban,37,Month-to-Month,2023-08-04,98.8,3,18,88.3,13.0,125.82,4542.44,4542.44,3.09,1,1,3,0,1630.63,0
CUST-1893,49,Male,Urban,53,Month-to-Month,2022-04-04,80.0,8,15,292.0,4.2,43.78,2294.62,2294.62,6.58,1,1,4,1,756.52,0
CUST-1894,51,Female,Suburban,10,One-Year,2025-11-01,100.6,8,20,306.1,22.3,131.55,1323.6,1323.6,7.69,2,1,4,1,2273.18,0
CUST-1895,45,Female,Suburban,32,Month-to-Month,2024-01-03,85.1,5,23,584.6,14.9,86.07,2618.13,2618.13,24.92,0,0,4,1,1652.54,0
CUST-1896,48,Male,Urban,21,Month-to-Month,2024-12-02,83.6,4,16,417.3,43.4,60.89,1331.37,1331.37,7.86,1,1,3,1,789.13,1
CUST-1897,25,Male,Rural,51,Month-to-Month,2022-06-04,58.6,3,15,252.3,69.2,73.87,3708.49,3708.49,6.98,1,0,4,0,1418.3,0
CUST-1898,56,Male,Urban,13,Month-to-Month,2025-08-02,90.2,8,10,194.0,120.0,43.58,583.36,583.36,0.37,2,0,4,0,836.74,0
CUST-1899,43,Male,Suburban,34,One-Year,2023-11-03,67.7,5,15,599.6,23.6,137.78,4700.67,4700.67,50.92,1,1,3,1,1785.63,0
CUST-1900,51,Female,Urban,71,Month-to-Month,2020-10-04,111.1,6,20,422.1,3.4,51.38,3707.15,3707.15,5.11,0,2,3,1,591.9,0
CUST-1901,71,Male,Rural,17,Two-Year,2025-04-03,59.7,7,17,273.1,2.0,129.92,2265.95,2265.95,29.44,0,0,4,1,2494.46,0
CUST-1902,71,Male,Urban,3,Two-Year,2026-06-02,93.1,6,20,623.9,121.0,141.24,414.73,414.73,12.47,3,0,3,0,2033.86,1
CUST-1903,20,Male,Urban,24,Month-to-Month,2024-09-02,77.2,9,22,580.9,136.8,85.67,2077.89,2077.89,7.07,2,0,3,0,1233.65,1
CUST-1904,67,Female,Urban,14,Two-Year,2025-07-03,93.0,3,15,357.0,6.9,50.29,721.78,721.78,14.91,2,0,4,1,965.57,0
CUST-1905,29,Female,Urban,37,Month-to-Month,2023-08-04,83.3,6,13,230.0,2.0,74.36,2825.86,2825.86,10.42,1,0,4,0,1427.71,1
CUST-1906,18,Male,Urban,72,Month-to-Month,2020-09-04,60.5,6,18,709.6,104.7,148.07,10571.49,10571.49,19.87,1,1,4,1,2558.65,0
CUST-1907,71,Female,Suburban,22,Month-to-Month,2024-11-02,117.8,5,19,558.6,66.5,133.32,3000.06,3000.06,41.01,0,3,3,0,1343.87,1
CUST-1908,61,Female,Urban,21,Month-to-Month,2024-12-02,58.4,5,21,421.4,52.8,89.11,1834.24,1834.24,1.83,12,1,1,0,384.96,1
CUST-1909,22,Female,Urban,35,One-Year,2023-10-03,104.3,3,21,224.9,49.5,95.17,3205.79,3205.79,7.09,5,2,1,1,365.45,1
CUST-1910,47,Male,Urban,4,Month-to-Month,2026-05-03,34.0,3,22,525.0,96.6,86.48,332.53,332.53,2.93,3,0,2,0,830.21,1
CUST-1911,47,Female,Suburban,10,Two-Year,2025-11-01,76.3,7,16,260.3,22.6,137.03,1371.08,1371.08,120.27,3,0,3,1,1973.23,0
CUST-1912,34,Female,Suburban,72,One-Year,2020-09-04,130.9,1,13,558.0,32.0,143.53,10213.52,10213.52,29.86,1,0,3,0,2066.83,0
CUST-1913,65,Female,Suburban,37,Month-to-Month,2023-08-04,76.7,9,24,538.2,5.3,59.04,2126.03,2126.03,60.08,1,0,4,0,1133.57,0
CUST-1914,64,Female,Suburban,1,One-Year,2026-08-02,87.9,4,15,319.6,54.3,142.36,140.81,140.81,10.86,1,0,4,0,2733.31,0
CUST-1915,40,Female,Urban,8,Two-Year,2026-01-01,133.1,5,11,538.9,210.6,165.88,1315.34,1315.34,79.02,1,1,3,0,2149.8,1
CUST-1916,32,Male,Urban,38,Month-to-Month,2023-07-04,80.7,5,16,360.2,21.7,82.7,3159.44,3159.44,34.7,4,0,4,0,1587.84,1
